Source,Reused-Text,Final-annnotation
"How does Cognizant manage to send more folks to onsite esp with H1B as compared to its peers like TCS, Accenture, Infy etc?","?? ?? ??? ? ?????? ? ???? ? ???? ? ????????? ? ??? ???????? ???? ???? ???? ??????? ??? ????? ?? ????? ?? ???? ????????? ??? ?? ????? ???",H
What is the fastest way to find buyers for my property?,??? ?????? ????? ?? ?????? ???? ???? ?????,H
What are the best horror novel in 2016?,2014 ?? ?????? ?????? ??? ?? ??? ??? ????,H
Is it worth opting for a premium support while applying for a PAN card?,??? ??? ???? ?? ??? ?? ??? ??????? ?? ???? ????,H
Bollywood: what is the worst film dialogue ever from a superhit hindi movie?,???? ??? ?? ??? ?????? ????? ??? ????,H
What are some of the great places to visit in Chennai?,???? ??? ?????? ?? ??? ???? ?????? ??? ????,H
Who is the real villain of the Ramayana?,??? ?????? ????? ???,H
If 50 Hz is more efficient why we use 60 Hz?,??2010 ? 60 ??? ?? ???? 220?? 50 ???  ??????? ???? ????,H
How much money can a first-time author of a non-fiction book expect to earn?,??? ?????? ???? ?????? ??? ???? ?? ??? ???? ?????? ????? ??? ?? ?? ???????? ??? ????? ??? ???? ??? ???? ????,H
What are some of the best interview questions asked for a mechanical engineering student?,?????????? ????????? ??? ?????? ?? ??? ??? ???? ???? ??? ?? ????,H
What are the best broadway musicals?,?????? ?? ?????? ???? ?? ??????? ??? ????,H
"What is more important in a letter of recommendation, the teacher's designation or whatever the teacher writes about the student?",??? ???? ???? ??????? ???? ?? ????? ?? ?? ??? ???? ??????,H
Is downloading torrents with no VPN safe?,??????? ???? ??? ???? ?? ??? ??? ?? ?????? ???  ???,H
Why would dogs howl in their sleep?,??? ???? ???? ????,H
How do I calculate the radius or the 2 potential of a cylinder given the surface area?,??? ?? ???? ?? ?????? ???? ??? ????? ?? ??????? ??? ???? ?? ???? ???? ?????,H
"As a student, what is the biggest facepalm moment you have ever experienced?","?? ????? ?? ??? ?? ? ?? ?? ??? ?????? ???? ?? ?? ????? ??? ???",H
What is future in JAVA? Desktop and Web based.,??? ??? ???? ???? ??? ?? ???? ???? ?? ???? ???? ???,H
How did you managed long distance relationship?,???? ???? ?? ?????? ???? ?????? ?????? ????,H
Why hasn't Gayle Laakmann McDowell/careercup created a MOOC or a coding bootcamp?,"??? ??? ??? ??? ??? ???? ???? ???? ?????? ???? ???? ?? ?????? ??? ??? ??? ??? ???? ?? ?? ? ?? ?? ??? ?? ??? ???",H
How can I stop my male pattern baldness?,?? ??? ????? ???? ?? ?? ???? ???? ?? ???? ???? ????,H
Why are most clothes made of polyester now instead of cotton?,???? ???? ???? ????? ???? ????,H
"If you dug a hole through the earth, and came out the other side what would happen?",??? ??? ?? ???? ??? ??? ????? ???? ??? ??? ??? ??? ????? ?????? ?? ?? ??? ???? ?? ????? ??? ?? ?????? ?? ??? ????? ??? ???? ???? ?? ?? ??? ???? ?????? ???,H
What is your most upvoted answer on Quora?,?????? ?? ???? ??? ?? ?? ????? ?????? ??? ????,H
Will the stock market collapse in 2016?,??? 2015 ??? ????? ?????? ?? ???? ?????,H
How do I write a good essay?,??? ??? ?? ?? ?? ??? ??? ???? ????? ???? ??? ???? ????,H
How headphones work as an Antenna to play FM radio channels on Mobile phones? Why mobile companies doesn't install the same inbuilt Antenna on phones to be able to play FM without the headphones?,??? ??? ??? ?? ??? ??? ??????? ???? ???? ???,H
I am not able to connect to my Apple ID from my phone. I'm getting an error and cannot connect to the iTunes Store. What should I do?,???? ???? ?????? ?? ??? ????? ?? ????? ???? ??? ?? ?? ??? ????? ??? ???,H
"How do you earn 10 dollars in 3 days, repeatably?",?? 3 ?? ??? 10 ??? ???? ????? ????,H
What is the corporate culture like at 3M? How is the culture different than other companies?,??? ???? ??? ???????? ???? ?? ??? ???†???? ??????? ?? ?????? ??? ???? ?? ??? ????? ???,H
Why is David Duchovny not in season 9 of The X-Files?,????? ???????: ???? ??????? ?? ?????? ?????? ??? ???,H
How did Spectral (2016 movie) get greenlit? What's the backstory of how the movie got made?,???? (2016 ?? ???) ?? ???? ?? ???? ????†??? ?? ??? ??? ?? ?? ??? ????? ??? ???,H
What is the sound I hear when I make a phone call?,"??? ??? ??? ??? ?? ???? ???? ?? ?? ? ?? ?????? ??? ???? ?????? ???",H
How do I stop the feeling of longing for someone?,??? ??? ?? ??? ??????? ???? ???? ?? ?? ??? ??? ???? ??? ??? ??? ????? ??? ?? ?? ???? ??? ??? ???,H
What is the best way to gain confidence?,??? ?? ??? ????? ????? ??? ?????? ?? ???? ??? ?????? ????,H
What is the front-end (web & API) server to venue ratio at Foursquare?,???????: ???? ??? ????? ???? ??? ????? ??? ?? ???? ?? ???? ??? ?????? ?? ??? ????????? ????,H
What specific facial features are considered Slavic?,?? ?? ????? ??? ??????? ???? ?? ??????? ??? ????,H
What stocks and shares you think are worth buying now after RBI scrapping currency notes of INR 500 and INR 1000?,??? ???? ??? ???? ??? (???) ?? ???? 1 ??? ???? ????†??? ??? ???? ???? ??? ???? ????? ?????†?? 500 ??? 1000 ?? ??? ?? ?????? ?? ??? ????? ??? ???,H
How can you add custom thumbnails to YouTube videos on mobile?,??? ??? ???? ????? ??? ?????? ????? ???? ?????? ????,H
Is a 4G LTE a 4G phone?,4 ?? ??? ?? ?? ??? ???,H
What was the funniest incident that happened in your childhood?,???? ?? ??? ????? ??? ?? ?? ?? ???? ???? ???? ?????,H
How can I improve my grade in biology?,??????? ??????? ??? ???? ????? ?? ???? ????? ?? ??? ??? ??? ?????? ????,H
"I am financially stuck in a half baked relationship. Can someone help, how can I get out of this?",??????: ??? ????? 3 ????? ?? ???? ??? ????? ??? ???? ??? ????†??? ?? ?? ???? ??? ???? ????†??? ????.,H
"What is more beneficial to learn, SolidWorks or Catia?","??? ????? ????? ????? ?? ??? ???? ???? ? ????? ??? ??? ?? ???? ???? ??? ???? ?? ?? ???? ??? ?? ??? ?????",H
Which books should I read if I want to read computer science engineering books at home?,??? ??????? ????? ??? ?? ?? ?? ??? ??? ??? ?????? ???? ?? ???? ???? ????? ????†???? ??? ?? ????? ?? ????? ????? ???????,H
"What's it like to find a picture of you, friends, or family on a ""funny/awkward"" photo site?",???? ??? ?? ????? ?? ????? ?? ?? ?? ?????? ?? ?? ??? ????? ????,H
What are the strongest majors in terms of job prospects and what are the weakest majors at Mills College?,?????? ?? ??????? ?? ???? ?? ????? ???? ????? ??? ?? ??? ??? ?????? ???? ??? ?? ?? ????? ???? ????? ??? ?? ????,H
Which YouTube video has the highest like/dislike ratio?,?? ???? ???? ?? ?? ?????? ?? ????? ?? ?????? ?? ????? ???????? / ?????????? ???,H
Is (male) circumcision required in Islam?,??? ????? ??? ???? ?? ????? ???,H
Should they have killed harambe?,?????? ????? ???,H
"U.S presidential primary candidate Bernie Sanders says ""It is profoundly wrong that the top 1% own more wealth than the bottom 95%"" Why is that wrong? Is everyone entitled to the same amount of wealth?",??? ???? ?????? ?????? ??????? ?? ?? ????? ??? ?????? ?? ?????? ?? ?? ???? ????,H
Is the AMD Radeon HD5450 good for games like War Thunder and World of Tanks?,??? ?? ?? ??? ?????? ??? ?? 3200 ????? ?? ??? ??? ???? ???? ???,H
What are some amazing pictures one has to see twice to understand?,???? ?? ??? ???? ????? ?????? ??? ????,H
How widely accepted are credit cards at small businesses and restaurants in Liechtenstein?,??????? ??? ????? ????????? ??? ?????????? ??? ????? ???? ???? ???? ?????? ?? ???? ??? ???? ????,H
We are doing a FOREX Activity in my economics class. What steps should I take to make sure I end up with the most profit?,??? ?? ???? 12 ?? ?? ??? ?? ?? ?????? ?? ?????? ??? ???†??? ?? ??? ?? ???? ?? ??? ????†???? ??????? ?? ?????? ????? ?? ??? ???? ??? ???? ??????,H
Why is the European society ignoring the slaughter and the cruelty preformed in Arakan?,[?? 2015 ? ?? ??? ???] ??????? ???? ????? ????? ?????? ????? ??? ???? ?? ??? ??? ?? ?? ?????? ???? ????? ????,H
What are the skills and tools I should have as a top IT sales manager?,?? ??????? ?? ????? ?? ????? ????? ?????? ?? ??? ???? (???? ????? ????? ?? ????? ??) ??? ???? ??????†???? ??? ?? ??? ??? ????? ?????? ??????,H
How significant are the effects of climate change?,????? ?????? ?? ?? ?? ????? ????? ????? ??? ????,H
Is an MSc in hospitality and tourism management at WGSHA worth it? How good are the placements for this particular course?,??? ????? ???????? ??? ???? ???? ???? ??? ?? ????? ????? ??? ????? ??? ???? ????? ??? ??? ?? ?? ??? ???? ????,H
Who is the best footballer?,?? ?? ?????? ?? ???? ??? ????,H
How do I switch from Apple Music to Spotify?,??? ???? ??????? ?? ???? ????? ??? ????? ???? ??????,H
What are some things new employees should know going into their first day at Spectrum Brands?,???? ?????? ??? ??? ??????? ?? ???? ???? ?? ???? ?? ???? ??? ??? ??? ????? ????? ???????,H
What are popular apps used by cheating spouses?,?? ?? ???? ???? ?? ?? ?? ????? ???? ??? ???? ???,H
What are the differences between a mocktails and a cocktails?,???? ??? ??? ?? ?????? ??? ??? ???,H
What wind speed would blow in the windows?,??? ?? ????? ?? ???? ?? ??? ??? ???,H
How can I increase the speed of my internet connection while using a VPN?,?? ??? ??? ?? ????? ????? ?? ????? ??????? ?? ????? ?? ???? ?????? ?????? ???,H
What is the password to open an e-Aadhaar card?,??? ???? ????? ????? ???? ???? ???? ?????,H
What are the differences between larceny and robbery?,???? ??? ????? ?? ????? ??? ??? ??? ???,H
What is the meaning of Hindi/Urdu word 'Khamakha'?,???? / ???? ??? ????? ?? ??? ???? ???,H
Why would Time Machine do a large backup after restoring a corrupted Keychain from archive?,?? ???????? ???? ???? ???? ?? ?? ??? ?? ????? ??? ???,H
Can I chew gum with a temporary filling?,??? ?????? ????????? ???,H
How do you make life suit you and stop life from abusing you mentally and emotionally?,"???? ????? ??? ?????? ??? ?? ???? ??? ???? ???? ????? ???? ????? ????? ? ???? ? ??? ???? ?? ????? ????? / ?????? ??????? ???? ??? ???? ??? ??? ?? ?? ???? ???? ????",H
How does a UFC Champion mentally train to win their fight?,?????? ??????? ??? ????? ?? ??? ??? ?? ???? ???? ???? ???,H
Why are Golden Retriever dogs with blue eyes so expensive?,???? ?????? ???? ????? ??????? ??? ???? ??? ???? ????,H
Physics: Superconductors are not used in everyday life. Why is this?,: ??????: ???? ??????? ?????? ?? ????? ??? ??????? ???? ???? ???? ?? ??? ???,H
"I have -2.5 eye power. Can I fit the criteria of a 6/9 vision and, if not, what exactly does my eye vision fit to?",???? ??? (??????): -4.5 ?????? ?? ????? ??? ??? ??? ?? ?? ??? ???? ???,H
I am studying BE (engineering) in electronics and communications. I am in 2nd year. But I am very much interested in physics and I want to do research in physics. What should I do to achieve my aim?,"???? ??? ??? ??? / ?????? ?? ????? ?? ??? ?????? ???? ?? ? ??? ???? ????? ?? ?? ????? ??? ??? ??? ??????? ?? ??? ????†??? ???? ??? ?? ????? ???? ??? ???? ????? ?? ?? ?? ?? ??? ??? 100????? ?????? ?? ????",H
Why can't we fall asleep on some days?,?? ???? ???? ????,H
When should a man marry?,???? ??? ???? ?? ???? ???? ??????,H
How can I start in the data analysis?,??? ?? ??? ???? ???????? ?? ?????? ???? ???? ?????,H
"How often is a commercial truck serviced within a 12-month period, and what is the average amount spent on parts (not labor)?","??? ???? ??? ?? ??? ?? ???? ?? 7500 ??? ??? ???? ?? ?? ? ??? ??? ??? ????? ???? ??? ?? ??? ?? ??? 3 ??? ???? ??? ??? ?? ???? ????",H
How much does it cost to make an app like AroundMe?,???? ??? ???? ???,H
What are some superstitions about dreams?,?????? ?? ???? ??? ??? ???? ??????? ??? ??? ??? ?? ?? ???? ???? ?? ???,H
Who are the best headhunters in Mumbai?,?????? ??? ???? ??? ????,H
How do I manage time for studies?,?? ??? ??? ?????? ?? ?????? ??? ?? ?????? ???? ???? ????,H
What are the best IDEs for Java programmers?,???? ????????? ?? ??? ?? ??? ?? ?? ??? ????? ???,H
I have a crush on a guy who has no interest in me. What should I do?,??? ??? ??? ????? ?? ?? ??? ???? ?? ???? ?? ??? ??? ??? ?? ????,H
What is journalism for you?,????? ??? ???,H
Can you help me solve the problem below?,??? ?? ?? ????? ?? ?? ???? ??? ???? ??? ?????? ????,H
How is Syska secure mobile?,?????? ???????? ???? ??? ???,H
What is the scope for a PHP developer in India? What are the MNC companies hiring PHP developers?,???????? ??? ?? ??? ?? ?? ??? ??? ?? ??? ??? ?? ??????? ????,H
What is R & S in networking?,??? ???? ?? ?? ??? ?? ?? ???? ?? ??????? ?? ??? ??? ??? ?????? ??????? ??? ??? ??? ???? ???? ????? ????†??? ?? ????? ???? ???,H
What are the tips not to do in interview?,??????? ?? ????? ?? ??? ??? ???? ????,H
What does @ mean as an emoticon?,???????:  ?? ??? ???? ???,H
Is timetravel possible?,???? ??? ?? ??? ?????? ??? ????,H
"What are some of the characteristics of a female scorpio sun, moon at 23¬∞49, venus, mercury retro, pluto, and Scorpio also the ascendant at 24¬∞15?","???? ???? ?? ??? ??????? ??? ?? ?? ???? ? ???? ? ???? ? ????? ? ????? ??? ????? ???? ?? ??? ????? ??? ????",H
I want to hack the Facebook account of one of my friends. Are there any paid services available to do so or any software?,?? ?? ?? ???? ?? ??? ?? ???? ???? ????,H
What is the chemical formula of wood?,??????? ?? ?????? ??????? ??? ???,H
Where can I get an prepaid SIM card in Peru?,???????: ??? 2 ?? ?? ???? ???? ??? ??? ?? ???? ???? ?? ???? ???? ????,H
What is the chemical formula for rust?,????? ?? ??????? ??? ???,H
Why is my dog biting me?,???? ??? ?? ???? ???? ?????,H
How do we forget any Wi-Fi in Windows 10?,??? ????? 10 ???? ???? ?? ????? ????? ???? ?? ????? ???? ?? ?????,H
Is it a right decision to start a career as C++ developer rather than Java?,????? ??? ??? ?????? ??? ???? / ?? / ?? ++ ?????? ?? ?????? ?????? ?? ?????? ????? ??? ?? ???,H
What are good ways to earn online?,??? ????? ?? ?????? ???? ?? ???? ?? ???? ???? ??? ???? ????,H
What are the types of circuit breakers?,??? ???? ????? ?? ??? ???? ?? ???? ????,H
How do I use Facebook ads to target people who like a certain page?,??? ??????? ?? ??? ?? ???? ???? ???? ????? ?? ??? ?? ?? ???????? ?? ??? ???? ?? ?????? ????? ??? ???,H
Is multiple domains on one website bad for seo?,"??? ?? ?? ?? ??? ???? ???? ??? ??? ????? ??? ?????? ?? ??????? ????? ?????? ? ?? ??? ?? ????? ??? ????? ??? ???",H
How can I hide someone in Google Chat without blocking them?,??? ???? ???? ??? ??? ?? ???? ????? ?? ?? ??? ???? ???? ????,H
How can constipation cause dizziness?,??? ??? ??? ??? ?? ??? ?? ???? ???,H
How do I find a good startup?,??? ???? ?????? ?? ??? ????? ???? ?? ??? ??? ???? ??? ????,H
Is there a website like Codecademy for C#?,?????? ??? ??? ??? ????????? ?? ?????? ???? ??? ?? ???,H
How can India become a manufacturing hub?,??? ???? ?? ??????????? ?? ???? ????†??????????? ??? ????? ???? ?? ??? ???? ???? ???? ????? ??? ?? ??? ??? ????? ???? ???? ????,H
How do I prepare for general aptitude for gate?,??? ??? 2015 ?? ??? ????? ??????? ?? ????? ???? ?????? ????,H
What are goals?,???? ?? ???? ??? ???,H
What are some tips on making it through the job interview process at William Lyon Homes?,????? ?? ??? ?? ??????? ?? ??? ?? ??? ?????? ??? ????,H
How should I improve my will power?,??? ?? ???? ?????? ?? ???? ????? ?? ???? ???? ????? ?? ????? ??? ????,H
Is there a Quora for underachievers?,????????? ???? ??? ??? ???? ???,H
"Does a computer named TRANSLTR, so described in Dan Brown's Digital Fortress, really exist?","??? ????? ?? ""?????? ???????"" ?? ??? ??? ??? ?? ??? ???? ???†?? ???? ??? ???",H
"What is ""The Raven"" by Edgar Allan Poe about?","????? ???? ?? ?? ????? ""?? ?????"" ??? ???? ??? ?? ?? ??? ??????? ??? ???? ???",H
How hard is making money online?,??? ?? ???? ???? ??? ???? ??? ???? ????,H
How will Hillary Clinton win over Bernie Sanders supporters?,2016 ?????? ??? ?? ??????: ??? ????? ????? ?? ???? ???? ?????? ?? ????? ???? ??? ??? ?? ??????? ??? ????,H
How can I be like Jake Williams?,??? ????? ??? ????? ?? ???? ??? ??? ???? ???,H
What is the difference in pronunciation between 'v' and 'w'?,??? ??? ?? ??? ????? ?? ???? ??????? ??? ????? ??? ?? ??? ?? ??? ??? ??? ????? ??? ?? ???? ???? ???? ????,H
If someone blocked you on imo can you still see the last time they were online?,?? ?? ???? ??? ??? ?? ?? ??? ??? ?? ?? ?? ??? ??? ?? ??? ????? ??????,H
How can I become a stay at home dad?,??? ?? ???? ?? ??? ?????? ???? ??? ???,H
How do I get over my fear of surgery?,??? ???? ??? ?? ???? ??? ?????,H
Can human survive without socializing with each other?,??? ??????? ???? ?? ???? ???? ?? ???? ???,H
What is solution to Kashmir issue?,??? ???? ????? ?? ??? ????? ??? ??????? ?? ???? ???? ???,H
What is the derivative of [math]h(x)= [(x^2) (x^2+3/x+2)]^{-1}[/math],[?????] ???? ^ ???? [/ ?????] ?? ???? ??? ???,H
How do I start a food truck business in India?,???? ????? ????? ????? ??? ????? ???? ????,H
What are 5 facts about the earth's crust?,???? ?? ?????? ??? ?? ?? ??? ?? ?? ??? ????? ???? ???,H
What is Do's mission?,????? ??? ?? ?? ??? ??? ???,H
How can conscious experience arise from neural interactions?,?? ??? ???? ???? ????? ???? ???,H
Is the world flat ?,"??? ""???? ???? ???????"" ?? ???? ???? ???? ?? ?? ???? ???? ???",H
"If both the parents have blood group B+, can the child have A+?",??? ???? ?????? ????? ?? ??? ???? ?? + ?? ?? ??? ??? ??  + ?????? ????,H
Were there any major snubs with the 2017 Golden Globe Nominations?,??? 2016 ?? ????? ???? ????????? ??? ???? ??? ??? ???,H
What is the best way to keep my personal energy levels high each day?,??? ?? ???? ?????? ????? ???? ?? ?? ????? ?? ???? ?? ????? ???? ???,H
