Source,Reused-human,Final-annnotation
Can business class and economy class passengers temporarily swap seats during the flight?,"اگر ہوائی جہاز کا محفوظ ترین حص اس قدر عقبی حص ؟ہ میں ہے تو ، ہمارے سامنے پہلا کلاس اور بزنس کلاس کیوں بیٹھا ہے؟",H
Do other cars taunt you while you are driving in public?,ہم گاڑی چلاتے وقت کار کے اندر کی بتیوں کو کیوں بند کردیں؟,H
What is the scope of public health in Germany?,جرمنی میں زراعت کی گنجائش کیا ہے؟,H
I own a personal website/blog. If I get decent traffic I want to make few bucks via ads. Does the law allow me to do this while being on H1B visa?,میرے بہنوئی نیو یارک میں دکان شروع کرنے جارہے ہیں۔ کیا وہ ایچ1بی ویزا حاصل کرنے کے لئے اپنی دکان کے کارکن کی حیثیت سے میرے لئے درخواست دے سکتا ہے؟,H
"What are some examples of sentences using the word ""acceptance""?","لفظ ""تاثر"" استعمال کرتے ہوئے جملوں کی کیا مثالیں ہیں؟",H
What is the significance of India's Green Train Corridor project?,جب بھی کوئورا کے بارے میں کوئی جواب دیکھنے کو ملتا ہے تو کچھ لوگ اسے پریشان کن کیوں محسوس کرتے ہیں جس کا جواب لکھنے پر ان کو حاصل ہونے والی کامیابیوں کا شکریہ۔,H
What is tapioca pudding made of?,ٹیپیوکا کا کھیر کیسے بنایا جاتا ہے؟,H
How can I have a body shape?,میں اپنے جسم کو شکل میں کیسے حاصل کروں؟,H
What are my chances for getting into an ivy league (or MIT)?,آئیوی لیگ میں شمولیت کے میرے کیا امکانات ہیں؟,H
"Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Lake Prespa?","عظیم جھیلوں کا پانی کہاں سے آتا ہے ، اور یہ جھیلوں جنگلات کی زندگی جھیل کومو سے کیسے موازنہ کرتی ہے؟",H
What are the best Bible verses to use in wedding ceremonies?,بستر سے پہلے پڑھنے کے لئے بائبل کی کچھ اچھی آیات کیا ہیں؟,H
How are motion graphics made?,"""ساؤنڈ آف میوزک"" موشن پکچر اب بھی اتنی مشہور کیوں ہے؟",H
What are the all-time best complete love story movies in Telugu (Tollywood)?,جس میں محبت کی بنیاد پر ہر ایک فلمیں ہیں؟,H
What are the most valuable tips you can give a new brand creating their Facebook profile that you wish someone would have told you?,کسی کے لئے ڈپلیکیٹ فیس بک پروفائل بنانے اور پھر اپنے تمام دوستوں سے دوستی کرنے سے کیا حاصل ہے اور یہ کس قسم کا شخص کرتا ہے؟,H
How do Toto toilets compare to Kohler toilets?,آپ مکمل ٹوائلٹ کہاں سے خرید سکتے ہیں؟,H
What are the biggest culture shocks people face when coming to Taiwan?,جرمنی آتے ہی لوگوں کو سب سے بڑی دھچکا لگنے والے جھٹکے کون سے ہیں؟,H
Where can I get the soundtrack of Steve jobs movie?,کیا مجھے اسٹیو جابس فلم دیکھنی چاہئے؟,H
Why is lithostatic pressure gradient is greater than fracture pressure gradient?,فریکچر پریشر میلان لتھوسٹاٹٹک پریشر میلان سے کم کیوں ہے؟,H
"How did Man Bai, Jahangir's wife die?",ٹی آئی کی بیٹی کی موت کیسے ہوئی؟ یہ کب ہوا؟,H
How many police officers were fired in the USA in 2016?,پولیس افسر اتنے موٹے کیوں ہیں؟,H
Has an amazing coincidence ever happened to you?,اب تک کا سب سے بڑا اتفاق کیا ہے؟,H
Should one address a Thai professor by his first name or his last name?,میرے والد کا درمیانی نام کمار ہے۔ لیکن اس کی دسویں نمبر کی شیٹ میں صرف اس کا پہلا نام اور آخری نام لکھا گیا ہے۔ کیا اس کے پاسپورٹ پر کارروائی کرتے وقت کوئی پریشانی ہوگی؟,H
Who are you a role model for?,آپ کا رول ماڈل کون ہے؟,H
What is the difference between sincerity and fairness?,ایماندار اور مخلص میں کیا فرق ہے؟,H
What is a natural remedy for hair?,کیا بالوں کو دوبارہ بڑھنے کا کوئی قدرتی علاج ہے؟,H
What does it mean to hike up your skirt?,اسکرٹ کاٹنے کے کچھ خوبصورت طریقے کیا ہیں؟,H
What are some great side dishes for a minestrone soup?,"پروڈکٹ کا .4 the. the فیصد عمل سے گزرتا ہے۔ گزرنے کے ل the ، مصنوع اوسط کے قریب ہونا چاہئے۔ 68.44٪ کتنے معیاری انحراف کی نمائندگی کرتا ہے؟",H
Is it possible to build an Android app using eclipse software?,"میں نے چاند اور سورج گرہن اور جاوا کا استعمال کرتے ہوئے لوڈ، اتارنا انڈروئد میں ایک ویڈیو کالنگ اے پی پی کے لئے کس طرح کروں؟",H
"How can I earn 15,000 rupees per month?",اس کی مصنوعات کو فروغ دینے کے لئے کوکا کولا € ™ ے نعرہ کیا ہے؟,H
Why are major Indian TV channels absent in northeast?,دنیا میں کتنے ٹی وی چینلز ہیں؟,H
What's it like to snort dmt?,کیا ڈی ایم ٹی کو چھڑایا جاسکتا ہے؟,H
I want to do a PMP. Which institute in Hyderabad is good for PMP training?,پونے میں اچھے اداروں کہ پی ایم پی تربیت اور رہنمائی فراہم کرتے کیا ہیں؟,H
How do I lose belly fat without doing exercise?,"کم کرنے اور پیٹ، پیٹ، اور ران چربی کو ختم کرنے کے بہترین طریقوں کیا ہیں؟",H
Can I replace the CPU in my laptop?,میں اپنے لیپ ٹاپ میں سی پی یو کی جگہ جاؤں؟,H
"If one set of identical twins have each have a child with another set of identical twins, is it possible that both kids could be identical?",خاتون جیسے جڑواں بچوں کا ایک سیٹ A / B دونوں مرد ایک جیسے جڑواں بچوں C / D کا ایک سیٹ سے شادی کی تو دونوں شادی شدہ سیٹوں میں بچوں جیسی یا یکساں نظر آئے گا؟,H
Will a Prega News pregnancy test show accurate results 7 days after having sex?,میرا الٹراسونوگرافی رپورٹ میں حاملہ ہوئی ہے کہ میں جنسی ہو چکے ہیں 15 دن کے بعد کہتے ہیں. رپورٹ صحیح ہے؟ جو جنسی کے بعد 15 دن کے حاملہ کرنے ممکن ہے؟,H
What are the best books for UGC NET commerce?,ریاضی میں یو جی سی نیٹ کے لئے کون سی بہترین کتابیں ہیں؟,H
Which cellular carrier in the world has the shortest period of time for the user to keep their old phone number if they return for device refund?,دنیا میں کون سا سیلولر کیریئر صارف کے پاس طویل عرصہ تک ہے جب وہ آلہ کی رقم کی واپسی کے لئے واپس آجاتا ہے تو وہ اپنا پرانا فون نمبر رکھتا ہے؟,H
What gimbal and camera combination is best for live streaming on my drone?,میں مساوات کلاس کیسے تلاش کرسکتا ہوں؟,H
How is packaged coconut water made?,ایک نوجوان ناریل میں ناریل کا پانی کتنا ہے؟,H
What do you need to produce tea?,مجھے کیا پیدا کرنے کی ضرورت ہے؟,H
What is pulsating magnetic fields?,مقناطیسی میدان کیا ہے؟,H
How do I extend my WiFi signal to another building 400 feet away?,کیا میرے وائی فائی سگنل کو بڑھانے کے لئے آسان طریقے ہیں؟,H
"What's the difference between a finance manager, a finance controller, an accounting manager, and a commercial finance manager?",کیا اکاؤنٹنٹ چھوٹی کمپنیوں کے لئے فنانس مینیجر کے طور پر کام کرسکتے ہیں؟,H
Do Koreans regret abandoning Hanja?,کورین (زبان): کیا ہانجا کو جنوبی کوریا میں دوبارہ جنم لینے کا تجربہ ہوگا؟,H
How do I register a porn production company legally?,"اگر آپ رائے دہندگی کے لئے صارفین کو آگے بڑھ رہے ہیں تو کیا ہمیں ایم وی پی ، الفا یا نجی بیٹا ریلیز کے دوران ساس پروڈکٹ کو بطور کمپنی رجسٹر یا شامل کرنا چاہئے؟",H
Did you ever stay in the house for over a week? didnt go outside?,"""مفت دوپہر کے کھانے کو حقیر جانتے ہیں"" کے پیچھے کے معنی کیوں ہیں؟",H
What is a company to invest in vietnam?,میں ویتنام میں کسی کاروبار کے لئے سرمایہ کاری کیسے کرسکتا ہوں؟,H
Why does Arvind Kejriwal get so much hate?,کون اروند کجریوال سے نفرت کرتا ہے اور کیوں؟,H
"In superstition, what is the meaning of an itchy nose?",توہم پرستی میں کھجلی کھجور کا کیا مطلب ہے؟,H
What does it mean to be average?,ص زیادہ زیادہ مقدمات کی وصولی غص کاہ کی کیا بات ہے؟,H
Where can I buy meldonium in Canada?,میں امریکہ میں میلڈونیم کہاں سے خرید سکتا ہوں؟,H
Would you use a personal chef or a robot chef?,کیا آپ کھانا پکانے کا وقت بچانے کے لئے روبوٹ شیف کا استعمال کریں گے؟,H
How do I have sex with girls?,میں لڑکیوں کو سیکس کے ل اتراکٹھ کس طرح راغب کرسکتا ہوں؟,H
Why is contract law important?,سمندری قانون اتنا اہم کیوں ہے؟,H
What are the best pay per install (PPI) services for app downloads?,میں اپلی کیشن کی خریداری سے پیسہ کماتا ہوں۔ صارفین مزید مفت چیزیں طلب کر رہے ہیں۔ کیا میں ان کو دوں؟,H
Ejaculate in mouth?,"میرے سب سے اچھے دوست نے مجھے یہ کہتے ہوئے مسترد کردیا کہ وہ پہلے کالج ختم کرنا چاہتی ہے۔ کچھ مہینوں بعد ، اس نے میرے بیچ میں کسی سے ڈیٹنگ شروع کردی۔ مجھے برا کیوں لگتا ہے؟",H
Is senior residency at Hindu Rao Hospital teaching experience?,میں بی ایس کمپیوٹر سائنس پڑھ رہا ہوں۔ میں ساتویں سمسٹر میں ہوں اور بنیادی پروگرامنگ کورس پاس نہیں کرسکتا ہوں۔ بہت پیسہ ضائع کیا؟,H
"If there is a real gender pay gap, why do firms hire men at all?",کیا صنفی اجرت کا فرق ایک افسانہ ہے اور اگر ہے تو کیسے؟,H
What are natural numbers?,کم سے کم قدرتی تعداد کیا ہے؟,H
How did the Utah Teapot get so popular in computer graphics literature?,میں کمپیوٹر گرافکس پروگرام کس طرح پڑھ سکتا ہوں؟,H
What diet schedule should I follow to loose 10 kg weight in 2 months?,وزن کا ہر طریقہ کیا ہے؟,H
What are the best songs to lyric prank a girl friend?,ہینگ اوور کے بہترین دوستوں کے گانا کے لئے کیا دھن ہیں؟,H
Indian Ethnicity and People: Why would any one want to leave the comforts of Sydney and return to India?,بھارتی نسل اور لوگ: کیوں کسی ایک بھارت کو سڈنی کے آرام اور بدلے چھوڑنے کے لئے چاہتے ہیں؟,H
